title,lccn,start_year,end_year,frequency,frequency_normalized,language,place,place_of_publication
The western star. [online resource],2013254366,1800,1999,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Tex."
The western star. [volume],sn83025785,1800,1999,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Tex."
The Western star. [volume],sn86071255,1848,9999,Weekly,Weekly,English,Texas-Lamar-Paris,"Paris, Tex."
The western star. [volume],sn86088190,1847,9999,Weekly,Weekly,English,Texas-Red River-Clarksville,"Clarksville, Tex."
The western star.,sn86089970,1876,1878,Weekly,Weekly,English,Texas-Palo Pinto-Palo Pinto,"Palo Pinto, Tex."
The Western star.,sn88083137,1881,1999,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Tex."
The Western star.,sn88083650,1970,1988,Weekly,Weekly,English,Texas-Nueces-Corpus Christi|Texas-Nueces-Robstown,"Robstown, Tex."
The Western star.,sn88084224,1881,1999,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Tex."
The Western stock journal. [volume],sn84022084,1873,1879,Weekly,Weekly,English,Texas-Atascosa-Pleasanton,"Pleasanton, Tex."
The Western Texan. [volume],sn86071468,1848,1854,Weekly,Weekly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
Western Texas chronicle. [volume],sn86090287,1800,1999,NA,Missing,English,Texas-Wilson-Floresville,"Floresville, Tex."
The western Texian. [volume],sn86088688,1865,1999,Weekly,Weekly,English,Texas-Guadalupe-Seguin,"Seguin, Tex."
Western world. [volume],sn86088624,1920,1999,Weekly,Weekly,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
Western-enterprise.,sn86088033,1909,1945,Weekly,Weekly,English,Texas-Jones-Anson,"Anson, Tex."
The Western-pioneer.,sn87090822,1862,1862,NA,Missing,English,Texas-Crockett-Fort Lancaster,"Fort Lancaster, Tex."
Western-reporter. [volume],sn86088219,1900,1999,Weekly,Weekly,English,Texas-Jones-Anson,"Anson, Tex."
Westlake Picayune. [volume],sn83000475,1976,9999,Weekly,Weekly,English,Texas-Travis-Austin|Texas-Travis-West Lake Hills,"Austin, Tex."
Willacy County chronicle.,sn86089904,1926,1999,Weekly,Weekly,English,Texas-Willacy-Raymondville,"Raymondville, Tex."
Willacy County news and Willacy County chronicle.,sn88083695,1900,9999,Weekly,Weekly,English,Texas-Willacy-Raymondville,"Raymondville, Tex."
Willacy County news.,sn86090237,1918,1999,Weekly,Weekly,English,Texas-Willacy-Raymondville,"Raymondville, Tex."
Wille und Weg. [volume],sn87078469,1945,1949,Semimonthly,Semimonthly,English|German,Texas-Camp Wallace|Texas-Fort Crockett,"Fort Crockett, Tex."
Williamson County record. [volume],sn83021634,1872,1883,Weekly,Weekly,English,Texas-Williamson-Georgetown,"Georgetown, Tex."
The Williamson County sun. [volume],sn86089471,1877,9999,Weekly,Weekly,English,Texas-Williamson-Georgetown,"Georgetown, Tex."
Willis enterprise. [volume],sn86090344,1878,1999,Weekly,Weekly,English,Texas-Montgomery-Willis,"Willis, Tex."
The Willis index.,sn87090989,1800,9999,Weekly,Weekly,English,Texas-Montgomery-Willis,"Willis, Tex."
The Willis progress.,sn88083327,1907,9999,Weekly,Weekly,English,Texas-Montgomery-Willis,"Willis, Tex."
The Wills Point chronicle.,sn86089296,1886,9999,Semiweekly,Semiweekly,English,Texas-Van Zandt-Wills Point,"Wills Point, Tex."
Wills Point observer. [volume],sn84022116,1800,1899,Weekly,Weekly,English,Texas-Van Zandt-Wills Point,"Wills Point, Tex."
Wilson County journal. [volume],sn86088924,1903,1913,Weekly,Weekly,English,Texas-Wilson-Floresville,"Floresville, Tex."
Wilson County news.,sn92003123,1900,9999,Weekly,Weekly,English,Texas-Wilson-Floresville,"Floresville, TX"
The Wilson orphan. [volume],sn86089662,1924,1999,Weekly,Weekly,English,Texas-Lynn-Wilson,"Wilson, Tex."
The Wilson pointer. [volume],sn86089663,1924,1999,Weekly,Weekly,English,Texas-Lynn-Wilson,"Wilson, Tex."
The Wimberley mill. [volume],sn86090368,1966,1976,Monthly,Monthly,English,Texas-Hays-Wimberley,"Wimberley, Tex."
The Wimberley reporter. [volume],sn97065901,1989,9999,Weekly,Weekly,English,Texas-Hays-Wimberley,"Wimberley, Tex."
The Wimberley times.,sn88083417,1900,9999,NA,Missing,English,Texas-Hays-Wimberley,"Wimberley, Tex."
Wimberley Valley-news. [volume],sn97065902,1990,9999,Weekly,Weekly,English,Texas-Hays-Wimberley,Wimberley [Tex.]
The Wimberley view.,sn88083184,1976,9999,Semiweekly,Semiweekly,English,Texas-Hays-Wimberley,"Wimberley, Tex."
The Windom herald. [volume],sn86090384,1913,1999,Weekly,Weekly,English,Texas-Fannin-Windom,"Windom, Tex."
Winfield record. [volume],sn86090440,1910,1999,Weekly,Weekly,English,Texas-Titus-Winfield,"Winfield, Tex."
Wink bulletin. [volume],sn86089661,1935,9999,Weekly,Weekly,English,Texas-Winkler-Wink,"Wink, Tex."
The Winkler County news. [volume],sn86088817,1936,9999,Semiweekly,Semiweekly,English,Texas-Winkler-Kermit|Texas-Winkler-Wink,"Kermit, Tex."
The Winkler sun.,sn86090628,1937,1937,Weekly,Weekly,English,Texas-Winkler-Kermit,"Kermit, Tex."
Winnie-Stowell chronicle.,sn88083040,1959,9999,NA,Missing,English,Texas-Chambers-Stowell|Texas-Chambers-Winnie,"Liberty, Tex."
The Winnsboro news. [volume],sn84001985,1908,9999,Weekly,Weekly,English,Texas-Wood-Winnsboro,"Winnsboro, Tex."
Winnsboro weekly news.,sn88083927,1900,1999,Weekly,Weekly,English,Texas-Wood-Winnsboro,"Winnsboro, Tex."
Winnsboro wide-awake. [volume],sn86090396,1893,1999,Weekly,Weekly,English,Texas-Wood-Winnsboro,"Winnsboro, Tex."
The Winters enterprise. [volume],sn86089306,1904,2016,Weekly,Weekly,English,Texas-Runnels-Winters,"Winters, Tex."
The Winters record.,sn87091210,1903,9999,Weekly,Weekly,English,Texas-Runnels-Winters,"Winters, Tex."
Westside gazette.,sn88083391,1970,9999,Weekly,Weekly,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
Westside independent.,sn88083420,1900,9999,Weekly,Weekly,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
The Westside story.,sn88084066,1967,1999,NA,Missing,English,Texas-Nueces-Corpus Christi,"Corpus Christi, Tex."
Westside sun.,sn88083704,1900,9999,Weekly,Weekly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
Westside weekly.,sn88083435,1972,9999,NA,Missing,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
The Westsider. [volume],sn86090856,1977,1977,Weekly,Weekly,English|Spanish,Texas-Bexar-San Antonio,"San Antonio, TX"
The Westsider.,sn88084139,1968,9999,NA,Missing,English,Texas-Nueces-Corpus Christi,"Corpus Christi, Tex."
The Wharton journal-spectator. [volume],sn86090371,1974,9999,Semiweekly,Semiweekly,English,Texas-Wharton-Wharton,"Wharton, Tex."
The Wharton journal. [volume],sn86090372,1936,1974,Semiweekly,Semiweekly,English,Texas-Wharton-Wharton,"Wharton, Tex."
The Wharton spectator. [volume],sn86090430,1888,1974,Weekly,Weekly,English,Texas-Wharton-Wharton,"Wharton, Tex."
Wheeler County Texan. [volume],sn86088001,1903,1926,Weekly,Weekly,English,Texas-Wheeler-Story,"Story, Tex."
The Wheeler sun. [volume],sn86089131,1909,1999,NA,Missing,English,Texas-Wheeler-Wheeler,"Wheeler, Tex."
The Wheeler times. [volume],sn86089664,1933,9999,Weekly,Weekly,English,Texas-Wheeler-Wheeler,"Wheeler, Tex."
White Deer news. [volume],sn85000417,1960,9999,51 no. a year,Weekly,English,Texas-Carson-White Deer,"White Deer, Carson County, Tex."
White Deer review.,sn86090679,1924,1999,Weekly,Weekly,English,Texas-Carson-White Deer,"White Deer, Tex."
The White man. [volume],sn86090433,1860,9999,NA,Missing,English,Texas-Parker-Weatherford,"Weatherford, Tex."
The Weslaco mid-valley news.,sn88083706,1968,9999,Weekly,Weekly,English,Texas-Hidalgo-Weslaco,"Weslaco, Tex."
The Weslaco news. [volume],sn86090425,1920,9999,Weekly,Weekly,English,Texas-Hidalgo-Weslaco,"Weslaco, Tex."
West Austin news.,sn87090658,1986,9999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
The West news. [volume],sn86090380,1920,9999,Weekly,Weekly,English,Texas-McLennan-West,"West, Tex."
Union. [volume],sn86088698,1850,1899,Triweekly,Semimonthly,English|German,Texas-Galveston-Galveston,"Galveston, Tex."
Union.,sn86089019,1855,1859,Weekly,Weekly,German,Texas-Galveston-Galveston,"Galveston, Tex."
The Union.,sn86090242,1859,9999,Semiweekly,Semiweekly,English,Texas-Bexar-San Antonio,"San Antonio, Tex."
The United Methodist reporter of the Central Illinois Conference.,sn00061579,1978,1988,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The United Methodist reporter. [volume],sc83007152,1972,2013,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The United Methodist reporter.,sn00061578,1970,1978,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The United Methodist reporter.,sn00061581,1989,9999,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The United Methodist reporter. [volume],sn87060227,1900,1989,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tx."
The United Methodist reporter.,sn93050559,1980,1981,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tx."
The United Methodist reporter.,sn93050560,1982,1982,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tx."
United Methodist reporter. [volume],sn96027642,1976,1991,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
United Methodist reporter. [microfilm reel],sn96027643,1976,1991,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
United Methodist review. [volume],sn87060228,1980,1991,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tx."
United Methodist review.,sn92063433,1985,9999,Biweekly,Semimonthly,English,Texas-Dallas-Dallas,"Dallas, Tx."
The United Methodist review.,sn93050551,1900,9999,Biweekly,Semimonthly,English,Texas-Dallas-Dallas,"Dallas, TX"
United Methodist review.,sn96027644,1991,9999,Biweekly,Semimonthly,English,Texas-Dallas-Dallas,"Dallas, TX"
El Universal.,sn88083790,1000,9999,NA,Missing,Spanish,Texas-Nueces-Corpus Christi,"Corpus Christi, Tex."
The University calendar.,sn92066428,1899,1999,Weekly,Weekly,English,Texas-Travis-Austin,"University of Texas [Austin, Tex.]"
The University daily. [volume],sn86089659,1966,9999,Daily,Daily,English,Texas-Lubbock-Lubbock,"Lubbock, Tex."
University Park news. [volume],sn87090737,1930,1940,Weekly,Weekly,English,Texas-Dallas-Dallas,"Dallas, Tex."
The University press. [volume],sn88083328,1972,1977,Semiweekly (except summer term and holidays),Semiweekly,English,Texas-Jefferson-Beaumont,"Beaumont, Tex."
University press. [volume],sn88083330,1983,9999,Semiweekly (except summer term and holidays),Semiweekly,English,Texas-Jefferson-Beaumont,"[Beaumont, Tex.]"
The University reporter.,sn92066430,1916,1999,Weekly,Weekly,English,Texas-Travis-Austin,"Austin, Tex."
Up and down the drag.,sn86089903,1941,1999,Monthly,Monthly,English,Texas-Travis-Austin,"Austin, Tex."
Update. [volume],sn86089650,1977,9999,Weekly,Weekly,English,Texas-Lubbock-Lubbock,"Lubbock, Tex."
Upper Valley progress.,sn88083646,1900,1984,Weekly,Weekly,English,Texas-Hidalgo-Mission,"Mission, Tex."
Upshur County echo. [volume],sn86064209,1897,1999,Weekly,Weekly,English,Texas-Upshur-Gilmer,"Gilmer, Tex."
The Upton County journal. [volume],sn86089321,1927,1999,Weekly,Weekly,English,Texas-Upton-Rankin,"Rankin, Tex."
The Upton County round-up.,sn86090626,1909,1999,NA,Missing,English,Texas-Upton-Rankin,"Rankin, Tex."
Under the hood.,sn87091163,1947,1999,Weekly,Weekly,English,Texas-Bell-Fort Hood,"Temple, Tex."
Union banner.,sn87091253,1890,9999,Biweekly,Semimonthly,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
Union Democrat. [volume],sn86090247,1800,1899,NA,Missing,English,Texas-Guadalupe-Seguin,"Seguin, Tex."
The Union guide.,sn87090881,1909,1999,Weekly,Weekly,English,Texas-Harris-Houston,"Houston, Harris County, Tex."
Union land register.,sn87090882,1800,9999,Weekly,Weekly,English,Texas-Kendall-Boerne,"Boerne, Tex."
The Union Republican. [volume],sn86089606,1867,1899,Weekly,Weekly,English,Texas-Walker-Huntsville,"Huntsville, Tex."
The Union review : official organ of Galveston Labor Council ... and Affiliated Unions. [microfilm reel],sn90023903,1919,9999,Weekly,Weekly,English,Texas-Galveston-Galveston,Galveston
The union review.,sn87090240,1919,9999,NA,Missing,English,Texas-Galveston-Galveston,"Galveston, Tex."
The Union standard.,sn87090391,1900,1919,Weekly,Weekly,English,Texas-McLennan-Waco,"Waco, Tex."
Sun progress.,sn87091072,1900,9999,NA,Missing,English,Texas-Brazoria-Pearland|Texas-Galveston-Friendswood,"Alvin, Tex."
The Sun-news.,sn87090335,1900,9999,Weekly,Weekly,English,Texas-Hockley-Levelland,"Levelland, Tex."
The sun. [volume],sn86090410,1883,1889,Weekly,Weekly,English,Texas-Parker-Weatherford,"Weatherford, Tex."
The Sun. [volume],sn86090858,1900,9999,Weekly,Weekly,English|Spanish,Texas-Bexar-San Antonio,"San Antonio, Tex."
The sun.,sn88083190,1986,1986,Weekly,Weekly,English,Texas-Denton-Argyle|Texas-Denton-Lake Dallas,"Lake Dallas, Tex."
The sun.,sn88083934,1911,1999,Weekly,Weekly,English,Texas-Brazos-Bryan,"Bryan, Tex."
The sun.,sn88083992,1891,9999,Weekly,Weekly,Spanish,Texas-Duval-San Diego,"San Diego, Tex."
The Spurlin advance.,sn88083322,1908,9999,NA,Missing,English,Texas-Hamilton-Spurlin,"Spurlin, Tex."
Tiempo [volume],sn92066443,1982,2018,Weekly,Weekly,English|Spanish,Texas-McLennan-Waco,"Waco, Tex."
El tiempo.,sn95070585,1870,1899,NA,Missing,Spanish,Texas-Bexar-San Antonio,"San Antonio, Tex."
Los Tiempos. [volume],sn87091198,1983,1985,Weekly,Weekly,English|Spanish,Texas-Tom Green-San Angelo,"San Angelo, Tex."
The Timely remarks.,sn87090839,1900,9999,Weekly,Weekly,English,Texas-Refugio-Refugio|Texas-Refugio-Woodsboro,"Refugio, Tex."
The Times and Republican. [volume],sn86088441,1869,1873,NA,Missing,English,Texas-Marion-Jefferson,"Jefferson, Tex."
Times banner.,sn88084241,1900,9999,Weekly,Weekly,English,Texas-Rusk-New London|Texas-Rusk-Price|Texas-Smith-Arp|Texas-Smith-Troup|Texas-Smith-Whitehouse,"Troup, Tex."
The Times guardian and Comal County chronicle.,sn88083419,1980,9999,Weekly,Weekly,English,Texas-Comal-Canyon Lake,"Canyon Lake, Tex."
The Times guardian.,sn88083397,1970,1989,Weekly,Weekly,English,Texas-Comal-Canyon Lake|Texas-Comal-Sattler,"Canyon Lake, Tex."
Times record news.,sn87002450,1987,9999,Daily,Daily,English,Texas-Wichita-Wichita Falls,"Wichita Falls, Tex."
Times review.,sn88083268,1900,9999,Weekly,Weekly,English,Texas-Harris-Crosby,"Crosby, Tex."
The times review.,sn88083597,1890,1999,NA,Missing,English,Texas-Titus-Mount Pleasant,"Mount Pleasant, Tex."
Times-clarion. [volume],sn86089571,1800,9999,Weekly,Weekly,English,Texas-Gregg-Longview,"Longview, Tex."
The Times-leader.,sn88083102,1800,9999,Weekly,Weekly,English,Texas-Hays-San Marcos,"San Marcos, Tex."
The times-record. [volume],sn86089576,1929,1937,Weekly,Weekly,English,Texas-Harris-Pasadena,"Pasadena, Tex."
The Times-standard. [volume],sn86088171,1892,1999,Weekly,Weekly,English,Texas-Austin-Bellville,"Bellville, Tex."
Today Cedar Hill.,sn92003499,1990,9999,Weekly,Weekly,English,Texas-Dallas-Duncanville,"Duncanville, Tex."
Today in Texas. [volume],sn86089026,1941,9999,Monthly,Monthly,English,Texas-Travis-Austin,"Austin, Tex."
Today Lancaster.,sn92005344,1992,9999,Weekly,Weekly,English,Texas-Dallas-Lancaster,"Duncanville, Tex."
Today Midlothian.,sn92003407,1990,9999,Weekly,Weekly,English,Texas-Dallas-Duncanville|Texas-Ellis-Midlothian,"Duncanville, Tex."
Today's Catholic. [volume],sn83000690,1972,9999,Biweekly,Semimonthly,English|Spanish,Texas-Bexar-San Antonio,"San Antonio, Tex."
Today.,sn88083647,1900,9999,Weekly,Weekly,English,Texas-Nueces-Corpus Christi,"Corpus Christi, Tex."
The Tolar messenger.,sn88083753,1917,1999,Weekly,Weekly,English,Texas-Hood-Tolar,"Tolar, Tex."
Tolar register.,sn88083752,1903,1999,Weekly,Weekly,English,Texas-Hood-Tolar,"Tolar, Tex."
The Tolar standard and register. [volume],sn86090275,1900,1999,Weekly,Weekly,English,Texas-Hood-Tolar,"Tolar, Tex."
The Tom Bean times. [volume],sn86090264,1912,9999,Weekly,Weekly,English,Texas-Grayson-Tom Bean,"Tom Bean, Tex."
The Tom Green times-enterprise.,sn87090413,1883,9999,Weekly,Weekly,English,Texas-Tom Green-San Angelo,"San Angelo, Tex."
The Tomahawk. [volume],sn86090014,1879,1999,NA,Missing,English,Texas-Shackelford-Albany,"Albany, Tex."
The Tomball sun.,sn85000274,1980,9999,Weekly,Weekly,English,Texas-Harris-Tomball,"Tomball, Tex."
The twice-a-week Hale County herald.,sn86090016,1913,1919,Semiweekly,Semiweekly,English,Texas-Hale-Plainview,"Plainview, Tex."
Twice-a-week transcript.,sn87090430,1901,9999,Semiweekly,Semiweekly,English,Texas-Kaufman-Terrell,"Terrell, Tex."
The twice=a=week herald. [online resource],2013218997,1887,1906,Semiweekly,Semiweekly,English,Texas-Potter-Amarillo,"Amarillo, Texas"
The twice=a=week herald.,sn86088114,1887,1906,Semiweekly,Semiweekly,English,Texas-Potter-Amarillo,"Amarillo, Tex."
Twin cities news.,sn87091020,1900,9999,Weekly (except July and Dec.),Weekly,English,Texas-Haskell-Rochester|Texas-Haskell-Rule,"Rochester, Tex."
The two republics. [volume],sn86088915,1886,1999,Semimonthly,Semimonthly,English,Texas-El Paso-El Paso,"El Paso, Tex."
Two states press.,sn87091006,1934,1961,Weekly,Weekly,English,Texas-Bowie-Texarkana,"Texarkana, Ark.-Tex."
Tyler American. [volume],sn86090304,1922,9999,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
Tyler County booster.,sn86089218,1930,9999,Weekly,Weekly,English,Texas-Tyler-Woodville,"Woodville, Tex."
The Tyler County messenger.,sn87090301,1906,1999,Weekly,Weekly,English,Texas-Tyler-Woodville,"Woodville, Tex."
The Tyler County times.,sn87090302,1000,1999,Weekly,Weekly,English,Texas-Tyler-Colmesneil,"Colmesneil, Tex."
The Tyler courier-times.,sn88084257,1936,9999,Daily,Daily,English,Texas-Smith-Tyler,"Tyler, Tex."
The Tyler courier.,sn86090316,1800,1909,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
Tyler daily courier-times. [volume],sn86090378,1911,1936,Daily,Daily,English,Texas-Smith-Tyler,"Tyler, Tex."
Tyler daily dispatch.,sn88083770,1895,1999,Daily,Daily,English,Texas-Smith-Tyler,"Tyler, Tex."
The Tyler Democrat and reporter.,sn86089219,1800,1889,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
The Tyler Democrat. [volume],sn84022106,1873,1899,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
The Tyler journal. [volume],sn86090379,1925,9999,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
The Tyler leader.,sn95078920,1900,9999,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
Tyler morning telegraph.,sn86089220,1930,9999,Daily,Daily,English,Texas-Smith-Tyler,"Tyler, Tex."
Tyler morning tribune. [volume],sn86090545,1917,1999,Daily,Daily,English,Texas-Smith-Tyler,"Tyler, Tex."
The Tyler reporter. [volume],sn85033449,1850,1899,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
The Tyler star.,sn88084232,1900,1999,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
The Tyler telegraph.,sn86089221,1851,1859,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
Tyler weekly courier-times.,sn86064243,1910,1999,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
The Tyler weekly courier.,sn87090738,1800,1899,Weekly,Weekly,English,Texas-Smith-Tyler,"Tyler, Tex."
The U.S. Republican.,sn88083287,1889,9999,Weekly,Weekly,English,Texas-Tyler-Colmesneil,"Colmesneil, Tex."
The Torchlight appeal. [volume],sn83025816,1886,1899,Weekly,Weekly,English,Texas-Tarrant-Fort Worth,"Fort Worth, Tex."
The Toreador. [volume],sn86089665,1925,1962,Weekly,Weekly,English,Texas-Lubbock-Lubbock,"Lubbock, Tex."
The Tornado.,sn87091274,1899,9999,NA,Missing,English,Texas-Bell-Killeen,"Killeen, Tex."
The tower light.,sn86088685,1936,9999,Monthly,Monthly,English,Texas-Travis-Austin,"Austin, Tex."
Town & country news & Forest Hill news.,sn88083357,1981,9999,Weekly,Weekly,English,Texas-Tarrant-Everman|Texas-Tarrant-Forest Hill,"Everman, Tex."
